"","zip","city","state","metro","county_name","x2020_01"
"21076","5046","Groton","VT","","Caledonia County",163295
"21077","23829","Capron","VA","","Southampton County",133696
"21078","37688","Shady Valley","TN","","Johnson County",105917
"21079","54628","Ferryville","WI","","Crawford County",125986
"21080","56569","Ogema","MN","","Becker County",200600
"21081","42259","Mammoth Cave","KY","Bowling Green","Edmonson County",92729
"21082","33924","Captiva","FL","Cape Coral-Fort Myers","Lee County",944743
"21083","16657","Hopewell Township","PA","Huntingdon","Huntingdon County",167735
"21084","74824","Agra","OK","Oklahoma City","Lincoln County",108592
"21085","13807","Town Of Hartwick","NY","Oneonta","Otsego County",171937
"21086","43432","Graytown","OH","Port Clinton","Ottawa County",166784
"21087","60911","Ashkum","IL","","Iroquois County",127302
"21088","68071","Winnebago","NE","","Thurston County",124595
"21089","73009","Binger","OK","","Caddo County",85620
"21090","80480","Walden","CO","","Jackson County",187312
"21091","36792","Randolph","AL","Birmingham-Hoover","Bibb County",124704
"21092","42733","Elk Horn","KY","Campbellsville","Taylor County",97834
"21093","87520","Chama","NM","Española","Rio Arriba County",165322
"21094","83025","Teton Village","WY","Jackson","Teton County",1039874
"21095","24250","Fort Blackmore","VA","Kingsport-Bristol-Bristol","Scott County",64079
"21096","44418","Fowler","OH","Youngstown-Warren-Boardman","Trumbull County",168208
"21097","3846","Jackson","NH","","Carroll County",348832
"21098","15860","Eldred Township","PA","","Jefferson County",55206
"21099","18821","Great Bend Township","PA","","Susquehanna County",88872
"21100","30425","Garfield","GA","","Emanuel County",106142
"21101","38577","Pall Mall","TN","","Pickett County",105197
"21102","25865","Lester","WV","Beckley","Raleigh County",86200
"21103","58579","Wilton","ND","Bismarck","Burleigh County",209665
"21104","73645","Erick","OK","Elk City","Beckham County",54370
"21105","61428","Dahinda","IL","Galesburg","Knox County",234088
"21106","37118","Milton","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County",337189
"21107","68765","Osmond","NE","Norfolk","Pierce County",133748
"21108","83246","Lava Hot Springs","ID","Pocatello","Bannock County",228266
"21109","63945","Poplar Bluff","MO","Poplar Bluff","Butler County",128931
"21110","44853","New Riegel","OH","Tiffin","Seneca County",165104
"21111","31072","Pitts","GA","","Wilcox County",89548
"21112","40815","Cawood","KY","","Harlan County",31472
"21113","47989","Waveland","IN","","Parke County",110670
"21114","52161","Ossian","IA","","Winneshiek County",153111
"21115","65261","Marceline","MO","","Chariton County",140916
"21116","611","Silsbee","TX","Beaumont-Port Arthur","Hardin County",102504
"21117","60550","Shabbona","IL","Chicago-Naperville-Elgin","DeKalb County",156427
"21118","18354","Hamilton Township","PA","East Stroudsburg","Monroe County",217257
"21119","64867","Stella","MO","Fayetteville-Springdale-Rogers","McDonald County",132682
"21120","72122","Paron","AR","Little Rock-North Little Rock-Conway","Saline County",247946
"21121","15475","Republic","PA","Pittsburgh","Fayette County",26049
"21122","97204","Portland","OR","Portland-Vancouver-Hillsboro","Multnomah County",481231
"21123","95466","Philo","CA","Ukiah","Mendocino County",312980
"21124","25969","White Oak","WV","","Summers County",83690
"21125","65348","Otterville","MO","","Cooper County",108668
"21126","70453","Pine Grove","LA","Baton Rouge","Saint Helena Parish",159642
"21127","38759","Merigold","MS","Cleveland","Bolivar County",109874
"21128","80137","Watkins","CO","Denver-Aurora-Lakewood","Arapahoe County",538711
"21129","83535","Juliaetta","ID","Moscow","Latah County",279738
"21130","4922","Burnham","ME","","Waldo County",144573
"21131","51638","Essex","IA","","Page County",81442
"21132","56318","Burtrum","MN","","Todd County",218893
"21133","57760","Newell","SD","","Butte County",95476
"21134","14008","Gasport","NY","Buffalo-Cheektowaga-Niagara Falls","Niagara County",158980
"21135","22940","Free Union","VA","Charlottesville","Albemarle County",426627
"21136","49288","Waldron","MI","Hillsdale","Hillsdale County",70066
"21137","49958","Hancock","MI","Houghton","Houghton County",95779
"21138","39082","Harrisville","MS","Jackson","Simpson County",102626
"21139","13796","Town of Laurens","NY","Oneonta","Otsego County",149850
"21140","38673","Taylor","MS","Oxford","Lafayette County",183821
"21141","53804","Bloomington","WI","Platteville","Grant County",97035
"21142","44625","East Rochester","OH","Salem","Columbiana County",126746
"21143","97137","Saint Paul","OR","Salem","Marion County",326689
"21144","40152","McDaniels","KY","","Breckinridge County",150763
"21145","40810","Bledsoe","KY","","Harlan County",42335
"21146","52142","Fayette","IA","","Fayette County",117212
"21147","56570","Osage","MN","","Becker County",207176
"21148","69347","Hay Springs","NE","","Sheridan County",253799
"21149","83626","Greenleaf","ID","Boise City","Canyon County",245004
"21150","52777","Wheatland","IA","Clinton","Clinton County",102605
"21151","48860","Muir","MI","Ionia","Ionia County",100163
"21152","65085","Westphalia","MO","Jefferson City","Osage County",181187
"21153","8006","Barnegat Light","NJ","New York-Newark-Jersey City","Ocean County",771361
"21154","19503","Bally","PA","Reading","Berks County",190855
"21155","24011","Roanoke","VA","Roanoke","Roanoke City",118603
"21156","22125","Woodbridge","VA","Washington-Arlington-Alexandria","Prince William County",410945
"21157","26335","Burnsville","WV","","Braxton County",64553
"21158","51653","Tabor","IA","","Fremont County",131410
"21159","54762","Prairie Farm","WI","","Barron County",135754
"21160","66871","Waverly","KS","","Coffey County",100404
"21161","68760","Niobrara","NE","","Knox County",83943
"21162","72581","Tumbling Shoals","AR","","Cleburne County",156850
"21163","16740","Hamlin Township","PA","Bradford","McKean County",61602
"21164","29743","Smyrna","SC","Charlotte-Concord-Gastonia","York County",128405
"21165","14864","Millport","NY","Elmira","Chemung County",104659
"21166","36374","Blue Springs","AL","Eufaula","Barbour County",92975
"21167","10964","Orangetown","NY","New York-Newark-Jersey City","Rockland County",632414
"21168","62338","Fowler","IL","Quincy","Adams County",141538
"21169","45333","Houston","OH","Sidney","Shelby County",155601
"21170","3890","Ossipee","NH","","Carroll County",204451
"21171","24237","Saint Paul","VA","","Russell County",28385
"21172","24325","Dugspur","VA","","Carroll County",93384
"21173","45853","Columbus Grove","OH","","Putnam County",148772
"21174","54213","Forestville","WI","","Door County",127019
"21175","63440","Ewing","MO","Quincy","Lewis County",134886
"21176","13028","Town of Constantia","NY","Syracuse","Oswego County",138234
"21177","13757","Town Of Meredith","NY","","Delaware County",175722
"21178","39323","Chunky","MS","","Newton County",105771
"21179","63336","Clarksville","MO","","Pike County",129103
"21180","99138","Inchelium","WA","","Ferry County",235587
"21181","26302","Clarksburg","WV","Clarksburg","Harrison County",58630
"21182","83443","Rigby","ID","Idaho Falls","Jefferson County",199897
"21183","53911","Arlington","WI","Madison","Columbia County",235080
"21184","10518","Town Of Lewisboro","NY","New York-Newark-Jersey City","Westchester County",778910
"21185","12959","Town of Mooers","NY","Plattsburgh","Clinton County",111630
"21186","85617","Mc Neal","AZ","Sierra Vista-Douglas","Cochise County",122021
"21187","51016","Correctionville","IA","Sioux City","Woodbury County",92587
"21188","43413","Cygnet","OH","Toledo","Wood County",111782
"21189","13321","Town Of Kirkland","NY","Utica-Rome","Oneida County",138416
"21190","76389","Windthorst","TX","Wichita Falls","Archer County",158347
"21191","53826","Wauzeka","WI","","Crawford County",120111
"21192","14143","Town Of Stafford","NY","Batavia","Genesee County",144012
"21193","10969","Town of Warwick","NY","New York-Newark-Jersey City","Orange County",278567
"21194","11958","Peconic","NY","New York-Newark-Jersey City","Suffolk County",717776
"21195","79250","Petersburg","TX","Plainview","Hale County",62096
"21196","1092","Warren","MA","Worcester","Worcester County",212511
"21197","48760","Silverwood","MI","","Tuscola County",108320
"21198","4932","Dixmont","ME","Bangor","Penobscot County",134529
"21199","76432","Blanket","TX","Brownwood","Brown County",167828
"21200","25209","Whitesville","WV","Charleston","Boone County",35653
"21201","36871","Pittsview","AL","Columbus","Russell County",97595
"21202","39045","Camden","MS","Jackson","Madison County",137391
"21203","64097","Wellington","MO","Kansas City","Lafayette County",127165
"21204","73552","Indiahoma","OK","Lawton","Comanche County",90495
"21205","15464","Springfield Township","PA","Pittsburgh","Fayette County",137710
"21206","4848","Islesboro","ME","","Waldo County",281858
"21207","56440","Clarissa","MN","","Todd County",97758
"21208","25831","Meadow Bridge","WV","Beckley","Fayette County",76151
"21209","75488","Ivanhoe","TX","Bonham","Fannin County",159543
"21210","33855","Lake Wales","FL","Lakeland-Winter Haven","Polk County",160986
"21211","2812","Richmond","RI","Providence-Warwick","Washington County",320683
"21212","62324","Clayton","IL","Quincy","Adams County",80702
"21213","12423","Town Of Durham","NY","","Greene County",171576
"21214","12734","Bethel","NY","","Sullivan County",130784
"21215","55030","Grasston","MN","","Pine County",187252
"21216","63848","Gideon","MO","","New Madrid County",56818
"21217","71219","Baskin","LA","","Franklin Parish",104597
"21218","43343","Quincy","OH","Bellefontaine","Logan County",113046
"21219","61234","Annawan","IL","Davenport-Moline-Rock Island","Henry County",116111
"21220","55385","Stewart","MN","Hutchinson","McLeod County",127235
"21221","75667","Laneville","TX","Longview","Rusk County",138862
"21222","75937","Chireno","TX","Nacogdoches","Nacogdoches County",131164
"21223","87558","Red River","NM","Taos","Taos County",308179
"21224","17229","Taylor Township","PA","","Fulton County",123976
"21225","32423","Bascom","FL","","Jackson County",83200
"21226","56653","Littlefork","MN","","Koochiching County",127484
"21227","71065","Pleasant Hill","LA","","Sabine Parish",63639
"21228","97834","Halfway","OR","","Baker County",253454
"21229","58042","Harwood","ND","Fargo","Cass County",244400
"21230","73568","Temple","OK","Lawton","Cotton County",43496
"21231","15056","Leetsdale","PA","Pittsburgh","Allegheny County",118427
"21232","71367","Saint Landry","LA","","Evangeline Parish",113441
"21233","76653","Kosse","TX","","Limestone County",134383
"21234","71424","Elmer","LA","Alexandria","Rapides Parish",149989
"21235","4410","Bradford","ME","Bangor","Penobscot County",130766
"21236","44235","Homerville","OH","Cleveland-Elyria","Medina County",230871
"21237","27919","Belvidere","NC","Elizabeth City","Perquimans County",152802
"21238","15725","Conemaugh Township","PA","Indiana","Indiana County",148515
"21239","72479","Weiner","AR","Jonesboro","Poinsett County",68478
"21240","12929","Town of Dannemora","NY","Plattsburgh","Clinton County",97910
"21241","27966","Powells Point","NC","Virginia Beach-Norfolk-Newport News","Currituck County",225754
"21242","67120","Peck","KS","Wichita","Sumner County",190264
"21243","57273","Waubay","SD","","Day County",213617
"21244","38560","Elmwood","TN","Nashville-Davidson--Murfreesboro--Franklin","Smith County",131688
"21245","23959","Phenix","VA","","Charlotte County",105689
"21246","51358","Ruthven","IA","","Palo Alto County",122964
"21247","54651","Ontario","WI","","Vernon County",119430
"21248","62972","Ozark","IL","","Johnson County",107996
"21249","76525","Evant","TX","","Hamilton County",123667
"21250","98358","Nordland","WA","","Jefferson County",565865
"21251","20684","Saint Inigoes","MD","California-Lexington Park","Saint Marys County",330390
"21252","43778","Salesville","OH","Cambridge","Guernsey County",140361
"21253","43549","Ney","OH","Defiance","Defiance County",135011
"21254","97488","Vida","OR","Eugene","Lane County",377817
"21255","25625","Holden","WV","Logan","Logan County",52449
"21256","25649","Verdunville","WV","Logan","Logan County",66705
"21257","99123","Electric City","WA","Moses Lake","Grant County",217856
"21258","26146","Friendly","WV","","Pleasants County",71324
"21259","31077","Rhine","GA","","Dodge County",93025
"21260","39643","Kokomo","MS","","Marion County",113398
"21261","41630","Garrett","KY","","Floyd County",58086
"21262","52754","Letts","IA","","Louisa County",150898
"21263","59866","Saint Regis","MT","","Mineral County",201684
"21264","44449","North Benton","OH","Akron","Portage County",145007
"21265","55909","Adams","MN","Austin","Mower County",156529
"21266","79351","O'Donnell","TX","Lubbock","Lynn County",73020
"21267","58788","Towner","ND","Minot","McHenry County",113598
"21268","61379","Wyanet","IL","Ottawa-Peru","Bureau County",76633
"21269","45685","Centerville","OH","Point Pleasant","Gallia County",125917
"21270","98385","Buckley","WA","Seattle-Tacoma-Bellevue","Pierce County",336516
"21271","22733","Rapidan","VA","Washington-Arlington-Alexandria","Culpeper County",249913
"21272","43908","Bergholz","OH","Weirton-Steubenville","Jefferson County",47924
"21273","16746","Roulette Township","PA","","Potter County",60378
"21274","50628","Elma","IA","","Howard County",123803
"21275","79371","Sudan","TX","","Lamb County",58941
"21276","39462","New Augusta","MS","Hattiesburg","Perry County",90067
"21277","16256","West Mahoning Township","PA","Indiana","Indiana County",133557
"21278","42368","Whitesville","KY","Owensboro","Daviess County",90356
"21279","51454","Manilla","IA","","Crawford County",97675
"21280","68930","Blue Hill","NE","","Webster County",130323
"21281","72845","Knoxville","AR","","Johnson County",98098
"21282","50073","Elkhart","IA","Des Moines-West Des Moines","Polk County",214441
"21283","63436","Center","MO","Hannibal","Ralls County",110340
"21284","15311","Amwell Township","PA","Pittsburgh","Washington County",236844
"21285","1245","Monterey","MA","Pittsfield","Berkshire County",464242
"21286","1008","Blandford","MA","Springfield","Hampden County",235723
"21287","3816","Tuftonboro","NH","","Carroll County",311306
"21288","21645","Kennedyville","MD","","Kent County",336799
"21289","26234","Rock Cave","WV","","Upshur County",98292
"21290","26678","Mount Lookout","WV","","Nicholas County",96666
"21291","42328","Centertown","KY","","Ohio County",69654
"21292","47038","Patriot","IN","","Switzerland County",128510
"21293","75560","Douglassville","TX","","Cass County",89282
"21294","89318","McGill","NV","","White Pine County",83574
"21295","98345","Keyport","WA","Bremerton-Silverdale","Kitsap County",421673
"21296","29453","Jamestown","SC","Charleston-North Charleston","Berkeley County",151170
"21297","61870","Ridge Farm","IL","Danville","Vermilion County",56526
"21298","8328","Franklin Township","NJ","Philadelphia-Camden-Wilmington","Gloucester County",165925
"21299","84520","East Carbon","UT","Price","Carbon County",57847
"21300","28909","Warne","NC","","Clay County",151477
"21301","29081","Ehrhardt","SC","","Bamberg County",45078
"21302","38627","Etta","MS","","Union County",115949
"21303","41824","Isom","KY","","Letcher County",52597
"21304","50597","West Bend","IA","","Palo Alto County",123292
"21305","73062","Mountain View","OK","","Kiowa County",52789
"21306","77853","Dime Box","TX","","Lee County",194520
"21307","72358","Luxora","AR","Blytheville","Mississippi County",22733
"21308","64163","Kansas City","MO","Kansas City","Jackson County",159247
"21309","86438","Yucca","AZ","Lake Havasu City-Kingman","Mohave County",182359
"21310","25124","Leon","WV","Point Pleasant","Mason County",113396
"21311","23106","Manquin","VA","Richmond","King William County",195441
"21312","95681","Sheridan","CA","Sacramento--Roseville--Arden-Arcade","Placer County",374823
"21313","16874","Snow Shoe Township","PA","State College","Centre County",151835
"21314","5845","Irasburg","VT","","Orleans County",172190
"21315","26405","Moatsville","WV","","Barbour County",96104
"21316","31515","Baxley","GA","","Appling County",96652
"21317","37313","Coalmont","TN","","Grundy County",112344
"21318","52155","Lime Springs","IA","","Howard County",123168
"21319","74818","Seminole","OK","","Seminole County",123263
"21320","25844","Glen Daniel","WV","Beckley","Raleigh County",78784
"21321","63662","Patton","MO","Cape Girardeau","Bollinger County",131929
"21322","62473","Watson","IL","Effingham","Effingham County",92046
"21323","65016","Tebbetts","MO","Jefferson City","Callaway County",177752
"21324","27047","Siloam","NC","Mount Airy","Surry County",148502
"21325","11739","Town of Islip","NY","New York-Newark-Jersey City","Suffolk County",697401
"21326","14726","Conewango","NY","Olean","Cattaraugus County",69050
"21327","14753","Carrollton","NY","Olean","Cattaraugus County",58696
"21328","13315","Town Of Burlington","NY","Oneonta","Otsego County",137362
"21329","75411","Arthur City","TX","Paris","Lamar County",131088
"21330","67422","Bennington","KS","Salina","Ottawa County",178258
"21331","67448","Gypsum","KS","Salina","Saline County",141159
"21332","57070","Viborg","SD","Sioux Falls","Turner County",133327
"21333","16930","Liberty Township","PA","","Tioga County",174471
"21334","29845","Modoc","SC","","McCormick County",68863
"21335","62277","Prairie du Rocher","IL","","Randolph County",130355
"21336","63751","Marquand","MO","","Madison County",121760
"21337","74957","Smithville","OK","","McCurtain County",78943
"21338","14054","Bethany","NY","Batavia","Genesee County",136724
"21339","26448","Wallace","WV","Clarksburg","Harrison County",71067
"21340","49262","North Adams","MI","Hillsdale","Hillsdale County",112517
"21341","25512","Branchland","WV","Huntington-Ashland","Lincoln County",45466
"21342","38391","Denmark","TN","Jackson","Madison County",79692
"21343","65024","Chamois","MO","Jefferson City","Osage County",112206
"21344","46913","Bringhurst","IN","Lafayette-West Lafayette","Carroll County",163939
"21345","59846","Huson","MT","Missoula","Missoula County",367429
"21346","26447","Orlando","WV","","Lewis County",105771
"21347","31624","Axson","GA","","Atkinson County",96247
"21348","51245","Primghar","IA","","O Brien County",87304
"21349","78562","La Villa","TX","McAllen-Edinburg-Mission","Hidalgo County",67986
"21350","62376","Ursa","IL","Quincy","Adams County",123497
"21351","95635","Greenwood","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County",387968
"21352","39755","Pheba","MS","West Point","Clay County",118427
"21353","16235","Knox Township","PA","","Clarion County",111951
"21354","24076","Claudville","VA","","Patrick County",94999
"21355","35552","Detroit","AL","","Lamar County",68140
"21356","49623","Chase","MI","","Lake County",87027
"21357","54733","Dallas","WI","","Barron County",134878
"21358","76518","Buckholts","TX","","Milam County",139680
"21359","83541","Lenore","ID","","Clearwater County",284686
"21360","75449","Ladonia","TX","Bonham","Fannin County",77819
"21361","61353","Paw Paw","IL","Dixon","Lee County",104442
"21362","19964","Marydel","DE","Dover","Kent County",225511
"21363","27974","Shiloh","NC","Elizabeth City","Camden County",178299
"21364","56534","Erhard","MN","Fergus Falls","Otter Tail County",244261
"21365","46764","Larwill","IN","Fort Wayne","Whitley County",156761
"21366","22834","Linville","VA","Harrisonburg","Rockingham County",231478
"21367","25564","Sumerco","WV","Huntington-Ashland","Lincoln County",91950
"21368","46911","Amboy","IN","Peru","Miami County",122795
"21369","94586","Sunol","CA","San Francisco-Oakland-Hayward","Alameda County",1148523
"21370","62545","Mechanicsburg","IL","Springfield","Sangamon County",127688
"21371","65612","Bois D Arc","MO","Springfield","Greene County",193640
"21372","47516","Bruceville","IN","Vincennes","Knox County",125878
"21373","43746","Hopewell","OH","Zanesville","Muskingum County",160318
"21374","39647","McCall Creek","MS","","Franklin County",140209
"21375","39862","Leary","GA","","Calhoun County",77012
"21376","56714","Badger","MN","","Roseau County",129604
"21377","73724","Canton","OK","","Blaine County",60191
"21378","98593","Vader","WA","Centralia","Lewis County",208639
"21379","45034","Kings Mills","OH","Cincinnati","Warren County",268515
"21380","18335","East Stroudsburg","PA","East Stroudsburg","Monroe County",130863
"21381","29639","Due West","SC","Greenwood","Abbeville County",136777
"21382","40075","Turners Station","KY","Louisville/Jefferson County","Henry County",139810
"21383","71643","Gould","AR","Pine Bluff","Lincoln County",47336
"21384","63071","Lonedell","MO","St. Louis","Franklin County",142170
"21385","13144","Town Of Richland","NY","Syracuse","Oswego County",100998
"21386","15829","Corsica","PA","","Jefferson County",86836
"21387","53930","Endeavor","WI","","Marquette County",149637
"21388","64738","Collins","MO","","Saint Clair County",128831
"21389","66427","Frankfort","KS","","Marshall County",125803
"21390","72044","Edgemont","AR","","Cleburne County",187021
"21391","61865","Potomac","IL","Danville","Vermilion County",81531
"21392","27936","Frisco","NC","Kill Devil Hills","Dare County",297744
"21393","50251","Sully","IA","Newton","Jasper County",142403
"21394","1031","Hardwick","MA","Worcester","Worcester County",244525
"21395","4949","Liberty","ME","","Waldo County",170177
"21396","42462","Waverly","KY","","Union County",99408
"21397","70729","Erwinville","LA","Baton Rouge","West Baton Rouge Parish",200917
"21398","5340","Winhall","VT","Bennington","Bennington County",322159
"21399","78535","Combes","TX","Brownsville-Harlingen","Cameron County",81486
"21400","33851","Lake Hamilton","FL","Lakeland-Winter Haven","Polk County",172619
"21401","42634","Corbin","KY","London","Whitley County",41174
"21402","27568","Pine Level","NC","Raleigh","Johnston County",163990
"21403","92339","Forest Falls","CA","Riverside-San Bernardino-Ontario","San Bernardino County",252409
"21404","91963","Potrero","CA","San Diego-Carlsbad","San Diego County",366408
"21405","85606","Cochise","AZ","Sierra Vista-Douglas","Cochise County",139125
"21406","47949","Hillsboro","IN","","Fountain County",100628
"21407","52626","Farmington","IA","","Van Buren County",70624
"21408","53587","South Wayne","WI","","Lafayette County",118343
"21409","54527","Glidden","WI","","Ashland County",84483
"21410","95955","Maxwell","CA","","Colusa County",153662
"21411","36020","Coosada","AL","Montgomery","Elmore County",136153
"21412","38487","Williamsport","TN","Nashville-Davidson--Murfreesboro--Franklin","Maury County",226929
"21413","97344","Falls City","OR","Salem","Polk County",245555
"21414","36548","Jackson","AL","","Clarke County",134964
"21415","38061","Pocahontas","TN","","McNairy County",100884
"21416","54962","Ogdensburg","WI","","Waupaca County",138161
"21417","57216","Big Stone City","SD","","Grant County",150918
"21418","57223","Castlewood","SD","","Hamlin County",128750
"21419","76652","Kopperl","TX","","Bosque County",111956
"21420","3854","New Castle","NH","Boston-Cambridge-Newton","Rockingham County",1301728
"21421","21521","Barton","MD","Cumberland","Allegany County",61757
"21422","55722","Coleraine","MN","Grand Rapids","Itasca County",135942
"21423","28527","Ernul","NC","New Bern","Craven County",121498
"21424","15015","Bradfordwoods","PA","Pittsburgh","Allegheny County",371960
"21425","43734","Duncan Falls","OH","Zanesville","Muskingum County",132601
"21426","26610","Sutton","WV","","Braxton County",59228
"21427","35543","Bear Creek","AL","","Marion County",68103
"21428","50249","Stratford","IA","","Hamilton County",117729
"21429","53803","Benton","WI","","Lafayette County",109617
"21430","73939","Goodwell","OK","Guymon","Texas County",88414
"21431","38362","Oakfield","TN","Jackson","Madison County",118220
"21432","14728","Ellery","NY","Jamestown-Dunkirk-Fredonia","Chautauqua County",162252
"21433","47345","Greens Fork","IN","Richmond","Wayne County",147166
"21434","35755","Langston","AL","Scottsboro","Jackson County",171469
"21435","62539","Illiopolis","IL","Springfield","Sangamon County",100907
"21436","1366","Petersham","MA","Worcester","Worcester County",275707
"21437","16935","Middlebury Township","PA","","Tioga County",176630
"21438","38927","Enid","MS","","Tallahatchie County",138652
"21439","46156","Milroy","IN","","Rush County",123001
"21440","52572","Moulton","IA","","Appanoose County",82567
"21441","54463","Pelican Lake","WI","","Oneida County",203280
"21442","66781","Weir","KS","","Cherokee County",66252
"21443","77616","Fred","TX","","Tyler County",117165
"21444","80836","Stratton","CO","","Kit Carson County",145135
"21445","81242","Poncha Springs","CO","","Chaffee County",316321
"21446","98617","Dallesport","WA","","Klickitat County",283530
"21447","56678","Solway","MN","Bemidji","Beltrami County",154749
"21448","3745","Cornish","NH","Claremont-Lebanon","Sullivan County",244363
"21449","38332","Enville","TN","Jackson","Chester County",98829
"21450","87553","Penasco","NM","Taos","Taos County",213355
"21451","95456","Mendocino","CA","Ukiah","Mendocino County",471217
"21452","48454","Melvin","MI","","Sanilac County",87313
"21453","5682","Worcester","VT","Barre","Washington County",244380
"21454","42207","Bee Spring","KY","Bowling Green","Edmonson County",85734
"21455","62440","Lerna","IL","Charleston-Mattoon","Coles County",101200
"21456","38588","Whitleyville","TN","Cookeville","Jackson County",100044
"21457","47541","Holland","IN","Jasper","Dubois County",123855
"21458","62816","Bonnie","IL","Mount Vernon","Jefferson County",64711
"21459","27946","Hobbsville","NC","Virginia Beach-Norfolk-Newport News","Gates County",127748
"21460","6282","Woodstock","CT","Worcester","Windham County",240375
"21461","5456","Ferrisburgh","VT","","Addison County",308345
"21462","24352","Laurel Fork","VA","","Carroll County",126623
"21463","39859","Iron City","GA","","Seminole County",95214
"21464","43524","Hamler","OH","","Henry County",110530
"21465","56180","Walnut Grove","MN","","Redwood County",57231
"21466","63781","Perryville","MO","","Perry County",141301
"21467","14091","Town of North Collins","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",162528
"21468","76250","Lindsay","TX","Gainesville","Cooke County",250241
"21469","97632","Malin","OR","Klamath Falls","Klamath County",169744
"21470","96141","Homewood","CA","Sacramento--Roseville--Arden-Arcade","Placer County",757066
"21471","48614","Brant","MI","Saginaw","Saginaw County",111154
"21472","95481","Ukiah","CA","Ukiah","Mendocino County",328821
"21473","12847","Town Of Long Lake","NY","","Hamilton County",230248
"21474","24603","Grundy","VA","","Buchanan County",60350
"21475","24941","Gap Mills","WV","","Monroe County",68365
"21476","29929","Islandton","SC","","Colleton County",82976
"21477","55704","Askov","MN","","Pine County",152573
"21478","4434","Etna","ME","Bangor","Penobscot County",144166
"21479","42159","Oakland","KY","Bowling Green","Warren County",178249
"21480","24530","Callands","VA","Danville","Pittsylvania County",118781
"21481","40442","Kings Mountain","KY","Danville","Lincoln County",98195
"21482","61259","Illinois City","IL","Davenport-Moline-Rock Island","Rock Island County",173199
"21483","16656","Irvona","PA","DuBois","Clearfield County",58891
"21484","94104","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",1586826
"21485","57077","Worthing","SD","Sioux Falls","Lincoln County",176054
"21486","6796","Cornwall","CT","Torrington","Litchfield County",460979
"21487","4676","Sedgwick","ME","","Hancock County",263419
"21488","31018","Davisboro","GA","","Washington County",80970
"21489","46960","Monterey","IN","","Pulaski County",90313
"21490","51342","Graettinger","IA","","Palo Alto County",79964
"21491","54659","Taylor","WI","","Jackson County",119784
"21492","3241","Hebron","NH","Claremont-Lebanon","Grafton County",287182
"21493","95548","Klamath","CA","Crescent City","Del Norte County",148517
"21494","45339","Ludlow Falls","OH","Dayton","Miami County",189953
"21495","93606","Fresno","CA","Fresno","Fresno County",196592
"21496","64866","Newtonia","MO","Joplin","Newton County",121809
"21497","70036","Barataria","LA","New Orleans-Metairie","Jefferson Parish",209995
"21498","15030","East Deer Township","PA","Pittsburgh","Allegheny County",54728
"21499","99180","Usk","WA","Spokane-Spokane Valley","Pend Oreille County",185027
"21500","61230","Albany","IL","Sterling","Whiteside County",123762
"21501","41731","Cornettsville","KY","","Perry County",50013
"21502","55314","Buffalo Lake","MN","","Renville County",123502
"21503","73626","Canute","OK","","Washita County",99456
"21504","52351","Walford","IA","Cedar Rapids","Benton County",239978
"21505","61239","Carbon Cliff","IL","Davenport-Moline-Rock Island","Rock Island County",80450
"21506","62367","Plymouth","IL","Fort Madison-Keokuk","Hancock County",55243
"21507","56736","Mentor","MN","Grand Forks","Polk County",304727
"21508","40915","Bimble","KY","London","Knox County",88012
"21509","16360","Townville","PA","Meadville","Crawford County",112241
"21510","38647","Michigan City","MS","Memphis","Benton County",109655
"21511","89003","Beatty","NV","Pahrump","Nye County",65786
"21512","99031","Spangle","WA","Spokane-Spokane Valley","Spokane County",390958
"21513","36765","Newbern","AL","Tuscaloosa","Hale County",49069
"21514","23128","Gloucester","VA","Virginia Beach-Norfolk-Newport News","Gloucester County",252341
"21515","47369","Pennville","IN","","Jay County",86940
"21516","47611","Chrisney","IN","","Spencer County",118569
"21517","50660","New Hartford","IA","","Butler County",149434
"21518","72368","Moro","AR","","Lee County",46117
"21519","78946","Ledbetter","TX","","Lee County",272715
"21520","61912","Ashmore","IL","Charleston-Mattoon","Coles County",71101
"21521","54102","Amberg","WI","Marinette","Marinette County",90331
"21522","54723","Bay City","WI","Minneapolis-St. Paul-Bloomington","Pierce County",171748
"21523","25502","Apple Grove","WV","Point Pleasant","Mason County",80957
"21524","13334","Town Of Eaton","NY","Syracuse","Madison County",117232
"21525","23138","Susan","VA","Virginia Beach-Norfolk-Newport News","Mathews County",256013
"21526","13615","Dexter","NY","Watertown-Fort Drum","Jefferson County",144922
"21527","13750","Town Of Davenport","NY","","Delaware County",131885
"21528","49642","Idlewild","MI","","Lake County",28344
"21529","52070","Sabula","IA","","Jackson County",127290
"21530","53926","Kingston","WI","","Green Lake County",135116
"21531","5065","Sharon","VT","Claremont-Lebanon","Windsor County",268248
"21532","40176","Webster","KY","Elizabethtown-Fort Knox","Meade County",130154
"21533","97438","Fall Creek","OR","Eugene","Lane County",358394
"21534","61319","Cornell","IL","Pontiac","Livingston County",94482
"21535","31307","Guyton","GA","Savannah","Effingham County",153699
"21536","86032","Joseph City","AZ","Show Low","Navajo County",134387
"21537","44817","Bloomdale","OH","Toledo","Wood County",111175
