"","X","lon","lat","X.1","zip","city","state","metro","county_name","x2020_01","quartile","rating","address","region"
"302",307,-86.9442972,38.388569,NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"303",308,-79.9100071,37.3952977,NA,"89410","Gardnerville","NV","Gardnerville Ranchos","Douglas County",434156,"q4",NA,"1362 u.s. hwy 395 n, gardnerville, nv 89410, usa","West"
"304",309,-84.3820554,33.7728215,NA,"91214","Glendale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",874549,"q4",NA,"2926 foothill blvd, la crescenta-montrose, ca 91214, usa","West"
"305",310,-91.657211,42.034796,NA,"24540","Danville","VA","Danville","Danville City",85573,"q1",NA,"4044 franklin turnpike, danville, va 24540, usa","South"
"306",311,-79.0625692,35.0310168,NA,"96001","Redding","CA","Redding","Shasta County",286437,"q4",NA,"1242 center st, redding, ca 96001, usa","West"
"307",312,-75.8764518,40.3299966,NA,"24017","Roanoke","VA","Roanoke","Roanoke City",103883,"q1",NA,"2502 melrose ave nw, roanoke, va 24017, usa","South"
"308",313,-79.7509843,39.9098255,NA,"92120","San Diego","CA","San Diego-Carlsbad","San Diego County",675851,"q4",NA,"6378 del cerro blvd, san diego, ca 92120, usa","West"
"309",314,-78.9223269,40.3265737,NA,"79936","El Paso","TX","El Paso","El Paso County",134103,"q2",NA,"1861 joe battle blvd ste 8, el paso, tx 79936, usa","South"
"310",315,-83.6820434,42.2340772,NA,"50662","Oelwein","IA","","Fayette County",69435,"q1",NA,"120 w charles st, oelwein, ia 50662, usa","Midwest"
"311",316,-118.6018871,34.1994957,NA,"80904","Colorado Springs","CO","Colorado Springs","El Paso County",318874,"q4",NA,"2304 w colorado ave, colorado springs, co 80904, usa","West"
"312",317,-77.8516421,40.7829331,NA,"28173","Waxhaw","NC","Charlotte-Concord-Gastonia","Union County",415547,"q4",NA,"8401 providence rd s, waxhaw, nc 28173, usa","South"
"313",318,-91.4694338,39.3177297,NA,"85345","Peoria","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",229129,"q3",NA,"8517 w grand ave, peoria, az 85345, usa","West"
"314",320,-91.3457946,37.9695503,NA,"63301","Saint Charles","MO","St. Louis","Saint Charles County",205518,"q3",NA,"1 westbury dr bldg b, suite 220, st charles, mo 63301, usa","Midwest"
"315",321,-97.23895,32.876535,NA,"32937","Satellite Beach","FL","Palm Bay-Melbourne-Titusville","Brevard County",332709,"q4",NA,"1150 florida a1a, satellite beach, fl 32937, usa","South"
"316",322,-86.2554713,42.4024638,NA,"24592","South Boston","VA","","Halifax County",110365,"q2",NA,"4125 halifax rd, south boston, va 24592, usa","South"
"317",323,-118.4357572,34.0370898,NA,"29611","Greenville","SC","Greenville-Anderson-Mauldin","Greenville County",122175,"q2",NA,"3229 w blue ridge dr, greenville, sc 29611, usa","South"
"318",324,-75.264586,39.9408709,NA,"70634","Deridder","LA","DeRidder","Beauregard Parish",162537,"q2",NA,"1025 n pine st, deridder, la 70634, usa","South"
"319",325,-80.2681105,27.2310815,NA,"46256","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",230165,"q3",NA,"9761 fall creek rd, indianapolis, in 46256, usa","Midwest"
"320",326,-119.0889509,46.2305041,NA,"85260","Scottsdale","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",468752,"q4",NA,"14858 n frank lloyd wright blvd, scottsdale, az 85260, usa","West"
"321",327,-92.0854252,37.9980834,NA,"78238","San Antonio","TX","San Antonio-New Braunfels","Bexar County",170523,"q3",NA,"6401 northwest loop 410, san antonio, tx 78238, usa","South"
"322",329,-121.2703272,38.6141472,NA,"68802",NA,NA,NA,NA,NA,"q4",NA,"grand island, ne 68802, usa",NA
"323",330,-84.0304557,41.8776647,NA,"90041","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",884224,"q4",NA,"1600 colorado blvd, los angeles, ca 90041, usa","West"
"324",331,-86.6898277,41.6265321,NA,"53704","Madison","WI","Madison","Dane County",236788,"q3",NA,"4602 sycamore ave, madison, wi 53704, usa","Midwest"
"325",332,-79.8780547,37.3422151,NA,"83854","Post Falls","ID","Coeur d'Alene","Kootenai County",318576,"q4",NA,"4040 e 16th ave, post falls, id 83854, usa","West"
"326",333,-70.2323052,44.1222196,NA,"46514","Elkhart","IN","Elkhart-Goshen","Elkhart County",154250,"q2",NA,"120 sanford school rd e, elkhart, in 46514, usa","Midwest"
"327",334,-122.9262527,44.046017,NA,"37421","Chattanooga","TN","Chattanooga","Hamilton County",218589,"q3",NA,"chattanooga, tn 37421, usa","South"
"328",335,-91.9468247,30.1393087,NA,"40208","Louisville","KY","Louisville/Jefferson County","Jefferson County",72975,"q1",NA,"1325 s 4th st, louisville, ky 40208, usa","South"
"329",336,-73.0786191,41.8219569,NA,"39501","Gulfport","MS","Gulfport-Biloxi-Pascagoula","Harrison County",74508,"q1",NA,"3018 25th ave, gulfport, ms 39501, usa","South"
"330",337,-80.9154698,34.1385105,NA,"33511","Brandon","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",233301,"q3",NA,"1005 lithia pinecrest rd, brandon, fl 33511, usa","South"
"331",338,-116.2861196,43.5927585,NA,"31210","Macon","GA","Macon-Bibb County","Bibb County",188379,"q3",NA,"4650 forsyth rd, macon, ga 31210, usa","South"
"332",339,-98.3405453,40.9032004,NA,"18508","Scranton","PA","Scranton--Wilkes-Barre--Hazleton","Lackawanna County",74483,"q1",NA,"2243 scranton carbondale hwy, scranton, pa 18508, usa","Northeast"
"333",340,-84.358928,34.2524973,NA,"28117","Mooresville","NC","Charlotte-Concord-Gastonia","Iredell County",394907,"q4",NA,"williamson rd, davidson, nc 28117, usa","South"
"334",341,-92.4035608,34.767847,NA,"93710","Fresno","CA","Fresno","Fresno County",276880,"q4",NA,"6437 n blackstone ave, fresno, ca 93710, usa","West"
"335",342,-77.4503678,39.4206754,NA,"97035","Lake Oswego","OR","Portland-Vancouver-Hillsboro","Clackamas County",569082,"q4",NA,"17150 lower boones ferry rd, lake oswego, or 97035, usa","West"
"336",343,-78.4668025,40.0177437,NA,"57110","Sioux Falls","SD","Sioux Falls","Minnehaha County",275982,"q4",NA,"4701 e 41st st, sioux falls, sd 57110, usa","Midwest"
"337",344,-84.8001883,33.3862544,NA,"33541","Zephyrhills","FL","Tampa-St. Petersburg-Clearwater","Pasco County",189514,"q3",NA,"gall blvd, zephyrhills, fl 33541, usa","South"
"338",345,-105.0596686,39.77782,NA,"47501","Washington","IN","Washington","Daviess County",106781,"q2",NA,"301 e highland ave, washington, in 47501, usa","Midwest"
"339",346,-81.7390369,28.5437786,NA,"41101","Ashland","KY","Huntington-Ashland","Boyd County",73222,"q1",NA,"2100 winchester ave, ashland, ky 41101, usa","South"
"340",347,-88.4787593,44.266894,NA,"15065","Harrison Township","PA","Pittsburgh","Allegheny County",111200,"q2",NA,"4005 freeport rd, natrona heights, pa 15065, usa","Northeast"
"341",348,-122.3113078,47.7344329,NA,"78703","Austin","TX","Austin-Round Rock","Travis County",989881,"q4",NA,"914 n lamar blvd, austin, tx 78703, usa","South"
"342",349,-117.4097084,47.7435177,NA,"95380","Turlock","CA","Modesto","Stanislaus County",306862,"q4",NA,"749 n golden state blvd, turlock, ca 95380, usa","West"
"343",350,-96.1778297,33.5907699,NA,"75633","Carthage","TX","","Panola County",148867,"q2",NA,"606 w panola st, carthage, tx 75633, usa","South"
"344",351,-78.2684136,37.7545614,NA,"22801","Harrisonburg","VA","Harrisonburg","Harrisonburg City",253818,"q3",NA,"2475 s main st suite b-2harrisonburg, harrisonburg, va 22801, usa","South"
"345",352,-81.3370662,28.811478,NA,"37091","Lewisburg","TN","Lewisburg","Marshall County",143031,"q2",NA,"130 the acres, lewisburg, tn 37091, usa","South"
"346",353,-84.5122939,33.9523243,NA,"31216","Macon","GA","Macon-Bibb County","Bibb County",149497,"q2",NA,"6200 skipper rd, macon, ga 31216, usa","South"
"347",355,-84.3955314,39.3584702,NA,"49453","Saugatuck","MI","Holland","Allegan County",361451,"q4",NA,"3467 blue star hwy #500saugatuck, saugatuck, mi 49453, usa","Midwest"
"348",356,-81.9042959,26.7236215,NA,"36106","Montgomery","AL","Montgomery","Montgomery County",134462,"q2",NA,"1661 perry hill rd, montgomery, al 36106, usa","South"
"349",357,-81.5307575,30.2851605,NA,"24018","Roanoke","VA","Roanoke","Roanoke City",240472,"q3",NA,"4431 starkey rd, cave spring, va 24018, usa","South"
"350",358,-95.5321094,30.0031624,NA,"36701","Selma","AL","Selma","Dallas County",67184,"q1",NA,"1011 furniss ave store 1011, selma, al 36701, usa","South"
"351",359,-92.0496332,30.2121102,NA,"71118","Shreveport","LA","Shreveport-Bossier City","Caddo Parish",131530,"q2",NA,"9361 mansfield rd, shreveport, la 71118, usa","South"
"352",360,-96.1690329,38.4122414,NA,"97527","Grants Pass","OR","Grants Pass","Josephine County",309274,"q4",NA,"1642 williams hwy, grants pass, or 97527, usa","West"
"353",361,-74.4478522,40.6216613,NA,"54494","Wisconsin Rapids","WI","Wisconsin Rapids-Marshfield","Wood County",129406,"q2",NA,"2561 8th st s, wisconsin rapids, wi 54494, usa","Midwest"
"354",362,-79.816389,32.8406162,NA,"31707","Albany","GA","Albany","Dougherty County",97897,"q1",NA,"2728 dawson rd, albany, ga 31707, usa","South"
"355",363,-122.7628883,45.3053558,NA,"70506","Lafayette","LA","Lafayette","Lafayette Parish",157474,"q2",NA,"3840 w congress st, lafayette, la 70506, usa","South"
"356",364,-89.6123256,40.6785607,NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"357",366,-95.7201925,29.8016677,NA,"33625","Citrus Park","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",259515,"q3",NA,"tampa, fl 33625, usa","South"
"358",367,-96.6563786,40.8193213,NA,"98102","Seattle","WA","Seattle-Tacoma-Bellevue","King County",724999,"q4",NA,"115 belmont ave e, seattle, wa 98102, usa","West"
"359",368,-76.6111697,39.2890884,NA,"95003","Aptos","CA","Santa Cruz-Watsonville","Santa Cruz County",907545,"q4",NA,"9043 soquel dr, aptos, ca 95003, usa","West"
"360",369,-73.6235204,45.5212388,NA,"75062","Irving","TX","Dallas-Fort Worth-Arlington","Dallas County",216252,"q3",NA,"2935 n belt line rd, irving, tx 75062, usa","South"
"361",370,-71.4969994,43.2198427,NA,"28753","Marshall","NC","Asheville","Madison County",211013,"q3",NA,"3660 us-25, marshall, nc 28753, usa","South"
"362",371,-86.0023901,41.529284,NA,"27103","Winston-Salem","NC","Winston-Salem","Forsyth County",169202,"q3",NA,"4550 kester mill rd, winston-salem, nc 27103, usa","South"
"363",372,-85.2209403,34.9903607,NA,"47546","Jasper","IN","Jasper","Dubois County",179052,"q3",NA,"201 us-231, jasper, in 47546, usa","Midwest"
"364",373,-86.7783504,35.989479,NA,"24083","Daleville","VA","Roanoke","Botetourt County",321413,"q4",NA,"125 commons pkwy, daleville, va 24083, usa","South"
"365",374,-118.4743067,34.0329563,NA,"52402","Cedar Rapids","IA","Cedar Rapids","Linn County",149497,"q2",NA,"1441 blairs ferry rd ne, cedar rapids, ia 52402, usa","Midwest"
"366",375,-91.7508015,37.9533589,NA,"15401","Uniontown","PA","Pittsburgh","Fayette County",109633,"q2",NA,"1003 mall run rd, uniontown, pa 15401, usa","Northeast"
"367",376,-81.6410521,38.3532486,NA,"15901","Johnstown","PA","Johnstown","Cambria County",22637,"q1",NA,"248 main st, johnstown, pa 15901, usa","Northeast"
"368",377,-95.9746002,35.9831662,NA,"48197","Ypsilanti","MI","Ann Arbor","Washtenaw County",235532,"q3",NA,"3782 carpenter rd, ypsilanti, mi 48197, usa","Midwest"
"369",378,-110.8748853,32.2719583,NA,"63382","Vandalia","MO","Mexico","Audrain County",64274,"q1",NA,"1295 us-54, vandalia, mo 63382, usa","Midwest"
"370",379,-111.6619703,35.1915519,NA,"65565","Steelville","MO","","Crawford County",119302,"q2",NA,"47 mo-8, steelville, mo 65565, usa","Midwest"
"371",380,-86.6911,35.9977821,NA,"49090","South Haven","MI","Kalamazoo-Portage","Van Buren County",226862,"q3",NA,"340 73.50 st, south haven, mi 49090, usa","Midwest"
"372",381,-111.2297134,47.5044939,NA,"19050","Lansdowne","PA","Philadelphia-Camden-Wilmington","Delaware County",147344,"q2",NA,"201 e baltimore ave, lansdowne, pa 19050, usa","Northeast"
"373",382,-82.6217406,35.6014435,NA,"34994","Stuart","FL","Port St. Lucie","Martin County",167301,"q3",NA,"1101 nw 21st st, stuart, fl 34994, usa","South"
"374",383,-158.0909966,21.3187143,NA,"99301","Pasco","WA","Kennewick-Richland","Franklin County",273236,"q4",NA,"307 w columbia st, pasco, wa 99301, usa","West"
"375",384,-81.3358157,35.7578551,NA,"65459","Dixon","MO","Fort Leonard Wood","Pulaski County",135786,"q2",NA,"508 5th st, dixon, mo 65459, usa","Midwest"
"376",385,-82.3362451,40.8527079,NA,"28787","Weaverville","NC","Asheville","Buncombe County",318438,"q4",NA,"50 weaver blvd, weaverville, nc 28787, usa","South"
"377",386,-118.5959162,34.1789325,NA,"24019","Roanoke","VA","Roanoke","Roanoke City",190443,"q3",NA,"5981 cloverdale rd, roanoke, va 24019, usa","South"
"378",388,-81.8190631,38.0670157,NA,"97478","Springfield","OR","Eugene","Lane County",296558,"q4",NA,"5810 main st, springfield, or 97478, usa","West"
"379",389,-77.6364299,43.200781,NA,"70518","Broussard","LA","Lafayette","Lafayette Parish",205208,"q3",NA,"1214 albertson pkwy, broussard, la 70518, usa","South"
"380",391,-122.3008069,37.8965912,NA,"29223","Columbia","SC","Columbia","Richland County",139595,"q2",NA,"4221 hardscrabble rd, columbia, sc 29223, usa","South"
"381",392,-73.937478,40.800794,NA,"68801","Grand Island","NE","Grand Island","Hall County",134885,"q2",NA,"1808 s locust st, grand island, ne 68801, usa","Midwest"
"382",393,-79.7923249,36.0600579,NA,"30115","Canton","GA","Atlanta-Sandy Springs-Roswell","Cherokee County",322480,"q4",NA,"8016 cumming hwy #305canton, canton, ga 30115, usa","South"
"383",394,-84.893749,32.519627,NA,"72212","Little Rock","AR","Little Rock-North Little Rock-Conway","Pulaski County",283330,"q4",NA,"green mountain dr, little rock, ar 72212, usa","South"
"384",395,-81.422726,28.363301,NA,"21701","Frederick","MD","Washington-Arlington-Alexandria","Frederick County",301879,"q4",NA,"101 willowdale dr, frederick, md 21701, usa","South"
"385",396,NA,NA,NA,"30263","Newnan","GA","Atlanta-Sandy Springs-Roswell","Coweta County",195675,"q3",NA,"jackson st, newnan, ga 30263, usa","South"
"386",397,-85.576225,42.270107,NA,"54913","Appleton","WI","Appleton","Outagamie County",315738,"q4",NA,"4759 w michaels dr, appleton, wi 54913, usa","Midwest"
"387",398,-117.154692,33.5550851,NA,"98155","Shoreline","WA","Seattle-Tacoma-Bellevue","King County",606182,"q4",NA,"14500 15th ave ne, shoreline, wa 98155, usa","West"
"388",399,-84.5101112,38.9443636,NA,"99218","Spokane","WA","Spokane-Spokane Valley","Spokane County",314282,"q4",NA,"9414 n division st, spokane, wa 99218, usa","West"
"389",400,-76.3003586,40.0541765,NA,"75418","Bonham","TX","Bonham","Fannin County",112057,"q2",NA,"1655 n center st, bonham, tx 75418, usa","South"
"390",401,-87.4676332,41.4367359,NA,"23055","Bremo Bluff","VA","Charlottesville","Fluvanna County",180650,"q3",NA,"4108 james madison hwy, fork union, va 23055, usa","South"
"391",402,-122.2921366,47.1390484,NA,"32771","Sanford","FL","Orlando-Kissimmee-Sanford","Seminole County",237088,"q3",NA,"4516 w state rd 46 #46sanford, sanford, fl 32771, usa","South"
"392",404,-96.7699314,32.8104373,NA,"33903","North Fort Myers","FL","Cape Coral-Fort Myers","Lee County",180765,"q3",NA,"17940 n tamiami trail, north fort myers, fl 33903, usa","South"
"393",405,-78.7030695,39.3303935,NA,"77379","Spring","TX","Houston-The Woodlands-Sugar Land","Harris County",258733,"q3",NA,"15812 champion forest dr, spring, tx 77379, usa","South"
"394",406,-81.8305054,30.1949885,NA,"70506","Lafayette","LA","Lafayette","Lafayette Parish",157474,"q2",NA,"2435 w congress st, lafayette, la 70506, usa","South"
"395",408,-98.315311,26.2561497,NA,"61605",NA,NA,NA,NA,NA,"q4",NA,"403 s olive st, peoria, il 61605, usa",NA
"396",409,-75.5428178,40.0412475,NA,"21202","Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",200501,"q3",NA,"222 e redwood st, baltimore, md 21202, usa","South"
"397",410,-75.0012357,39.8281464,NA,"canada",NA,NA,NA,NA,NA,"q4",NA,"1244 avenue beaumont, mont-royal, qc h3p 3e5, canada",NA
"398",412,-93.260284,37.186251,NA,"46573","Wakarusa","IN","Elkhart-Goshen","Elkhart County",196127,"q3",NA,"66465 state rte 19, wakarusa, in 46573, usa","Midwest"
"399",413,-77.4927878,38.2435192,NA,"37027","Brentwood","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County",638573,"q4",NA,"1301 wilson pike, brentwood, tn 37027, usa","South"
"400",414,-94.1912374,31.8106777,NA,"65401","Rolla","MO","Rolla","Phelps County",147163,"q2",NA,"1304 forum dr, rolla, mo 65401, usa","Midwest"
"401",415,-122.0145276,36.978015,NA,"25301","Charleston","WV","Charleston","Kanawha County",127147,"q2",NA,"209 virginia st e, charleston, wv 25301, usa","South"
"402",416,-122.1840615,37.4517529,NA,"74037","Jenks","OK","Tulsa","Tulsa County",212471,"q3",NA,"502 w 125th pl s, jenks, ok 74037, usa","South"
"403",417,-78.7990606,39.6307822,NA,"85718","Tucson","AZ","Tucson","Pima County",483961,"q4",NA,"3510 n craycroft rd, tucson, az 85718, usa","West"
"404",418,-81.3341184,40.8715037,NA,"59405","Great Falls","MT","Great Falls","Cascade County",187098,"q3",NA,"4400 central ave, great falls, mt 59405, usa","West"
"405",419,-84.417164,42.720652,NA,"28806","Asheville","NC","Asheville","Buncombe County",272335,"q4",NA,"339 new leicester hwy, asheville, nc 28806, usa","South"
"406",420,-82.6231295,27.8285689,NA,"28601","Hickory","NC","Hickory-Lenoir-Morganton","Catawba County",178276,"q3",NA,"1877 n center st, hickory, nc 28601, usa","South"
"407",421,-82.7897915,39.9281914,NA,"44805","Ashland","OH","Ashland","Ashland County",139165,"q2",NA,"1611 claremont ave, ashland, oh 44805, usa","Midwest"
"408",422,-87.3124849,30.5337872,NA,"33556","Odessa","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",414575,"q4",NA,"16138 fl-54, odessa, fl 33556, usa","South"
"409",423,-119.455305,35.1491015,NA,"25130","Madison","WV","Charleston","Boone County",85168,"q1",NA,"198 state st, madison, wv 25130, usa","South"
"410",424,-89.1222209,41.3587063,NA,"14615","Rochester","NY","Rochester","Monroe County",102339,"q1",NA,"greece, ny 14615, usa","Northeast"
"411",425,-81.3143962,35.7164174,NA,"27027","Mayodan","NC","Greensboro-High Point","Rockingham County",81071,"q1",NA,"6625 nc-135, mayodan, nc 27027, usa","South"
"412",426,-81.8066481,37.0936625,NA,"31907","Columbus","GA","Columbus","Muscogee County",94407,"q1",NA,"5435 woodruff farm rd, columbus, ga 31907, usa","South"
"413",427,-88.3385812,41.857648,NA,"32837","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",275024,"q4",NA,"3901 e village center dr, orlando, fl 32837, usa","South"
"414",428,-84.1785432,40.56588,NA,NA,NA,NA,NA,NA,NA,"q4",NA,NA,NA
"415",429,-123.0605749,44.8920474,NA,"49001","Kalamazoo","MI","Kalamazoo-Portage","Kalamazoo County",101698,"q1",NA,"420 e. alcott st, kalamazoo, mi 49001, usa","Midwest"
"416",430,-92.0288879,30.1731268,NA,"41051","Independence","KY","Cincinnati","Kenton County",202469,"q3",NA,"6435 taylor mill rd store 6435, independence, ky 41051, usa","South"
"417",431,-111.0070439,32.3223424,NA,"17601","Manheim Township","PA","Lancaster","Lancaster County",257543,"q3",NA,"1048 n plum st, lancaster, pa 17601, usa","Northeast"
"418",432,-86.3164014,44.2351846,NA,"94080","South San Francisco","CA","San Francisco-Oakland-Hayward","San Mateo County",1066646,"q4",NA,"225 kenwood way, south san francisco, ca 94080, usa","West"
"419",433,-117.075248,32.660312,NA,"75206","Dallas","TX","Dallas-Fort Worth-Arlington","Dallas County",428177,"q4",NA,"1606 greenville ave, dallas, tx 75206, usa","South"
"420",434,-97.1316472,32.6710423,NA,"95648","Lincoln","CA","Sacramento--Roseville--Arden-Arcade","Placer County",494487,"q4",NA,"745 ca-65, lincoln, ca 95648, usa","West"
"421",435,-85.1455128,41.1165312,NA,"78573","Alton","TX","McAllen-Edinburg-Mission","Hidalgo County",125639,"q2",NA,"300 e mile 3 rd #101palmhurst, palmhurst, tx 78573, usa","South"
"422",437,-81.4898822,30.3170493,NA,"63552","Macon","MO","","Macon County",110954,"q2",NA,"503 e briggs dr, macon, mo 63552, usa","Midwest"
"423",438,-98.701711,29.4920976,NA,"65804","Springfield","MO","Springfield","Greene County",171985,"q3",NA,"1514 s glenstone ave, springfield, mo 65804, usa","Midwest"
"424",439,-81.961064,34.9759495,NA,"22408","Fredericksburg","VA","Washington-Arlington-Alexandria","Spotsylvania County",289853,"q4",NA,"4701 market st a, fredericksburg, va 22408, usa","South"
"425",440,-82.702254,30.1823173,NA,"95062","Santa Cruz","CA","Santa Cruz-Watsonville","Santa Cruz County",886253,"q4",NA,"815 soquel ave, santa cruz, ca 95062, usa","West"
"426",441,-84.2768255,30.5002245,NA,"21502","Cumberland","MD","Cumberland","Allegany County",95029,"q1",NA,"12000 upper potomac industrial park st, cumberland, md 21502, usa","South"
"427",442,-80.1704081,25.9852347,NA,"44721","Canton","OH","Canton-Massillon","Stark County",180558,"q3",NA,"6252 middlebranch ave ne, canton, oh 44721, usa","Midwest"
"428",443,-83.421703,36.017658,NA,"48864","Okemos","MI","Lansing-East Lansing","Ingham County",278680,"q4",NA,"1860 w grand river ave, okemos, mi 48864, usa","Midwest"
"429",444,-84.3281559,30.4390276,NA,"33702","Saint Petersburg","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",224702,"q3",NA,"62nd ave ne, st. petersburg, fl 33702, usa","South"
"430",445,-78.490654,35.798878,NA,"32534","Pensacola","FL","Pensacola-Ferry Pass-Brent","Escambia County",147488,"q2",NA,"2155 w 9 mile rd, pensacola, fl 32534, usa","South"
"431",446,-81.243336,28.2450709,NA,"24641","Richlands","VA","Bluefield","Tazewell County",81357,"q1",NA,"2510 s front st, richlands, va 24641, usa","South"
"432",447,-89.3688603,30.3760692,NA,"45895","Wapakoneta","OH","Wapakoneta","Auglaize County",141560,"q2",NA,"1240 bellefontaine st, wapakoneta, oh 45895, usa","Midwest"
"433",448,-84.2945073,34.0047141,NA,"97302","Salem","OR","Salem","Marion County",320737,"q4",NA,"4555 liberty rd s, salem, or 97302, usa","West"
"434",449,-87.2980541,30.459923,NA,"70508","Lafayette","LA","Lafayette","Lafayette Parish",234092,"q3",NA,"1225 kaliste saloom rd, lafayette, la 70508, usa","South"
"435",450,-82.64231,27.770029,NA,"85704","Tucson","AZ","Tucson","Pima County",305829,"q4",NA,"1891 w orange grove rd, tucson, az 85704, usa","West"
"436",451,-121.7824788,36.9197111,NA,"49660","Manistee","MI","","Manistee County",134575,"q2",NA,"282 12th st, manistee, mi 49660, usa","Midwest"
"437",452,-83.2171787,41.1099873,NA,"76017","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",225799,"q3",NA,"4621 s cooper st, arlington, tx 76017, usa","South"
"438",453,-90.3459578,43.3141142,NA,"27103","Winston-Salem","NC","Winston-Salem","Forsyth County",169202,"q3",NA,"2202 cloverdale ave nw, winston-salem, nc 27103, usa","South"
"439",454,-119.6737728,34.4182729,NA,"32225","Jacksonville","FL","Jacksonville","Duval County",249444,"q3",NA,"11900 atlantic blvd, jacksonville, fl 32225, usa","South"
"440",455,-78.9148124,38.2845396,NA,"78251","San Antonio","TX","San Antonio-New Braunfels","Bexar County",197668,"q3",NA,"10650-10660, culebra rd, san antonio, tx 78251, usa","South"
"441",456,-84.1506892,40.7498257,NA,"29303","Spartanburg","SC","Spartanburg","Spartanburg County",109977,"q2",NA,"1300 asheville hwy, spartanburg, sc 29303, usa","South"
"442",457,-73.7370507,45.4393185,NA,"32055","Lake City","FL","Lake City","Columbia County",124266,"q2",NA,"4281 w us hwy 90, lake city, fl 32055, usa","South"
"443",458,-110.9472893,32.2046539,NA,"32312","Tallahassee","FL","Tallahassee","Leon County",307218,"q4",NA,"3401 n meridian rd, tallahassee, fl 32312, usa","South"
"444",459,-112.4132264,33.4356837,NA,"32304","Tallahassee","FL","Tallahassee","Leon County",92870,"q1",NA,"300 mabry st, tallahassee, fl 32304, usa","South"
"445",460,-91.6177253,37.9995603,NA,"27545","Knightdale","NC","Raleigh","Wake County",224736,"q3",NA,"7025 knightdale blvd, knightdale, nc 27545, usa","South"
"446",461,-122.1259456,37.4151801,NA,"34772","Saint Cloud","FL","Orlando-Kissimmee-Sanford","Osceola County",261906,"q3",NA,"2009 hickory tree rd, st cloud, fl 34772, usa","South"
"447",462,-92.3189957,34.6848014,NA,"39525","Diamondhead","MS","Gulfport-Biloxi-Pascagoula","Hancock County",164902,"q3",NA,"4405 e aloha dr, diamondhead, ms 39525, usa","South"
"448",463,-72.7134569,41.7475115,NA,"30076","Roswell","GA","Atlanta-Sandy Springs-Roswell","Fulton County",373172,"q4",NA,"2300 holcomb bridge rd, roswell, ga 30076, usa","South"
"449",464,-89.8382484,35.0488185,NA,"32526","Pensacola","FL","Pensacola-Ferry Pass-Brent","Escambia County",163399,"q2",NA,"5998 mobile hwy, pensacola, fl 32526, usa","South"
"450",465,NA,NA,NA,"33701","Saint Petersburg","FL","Tampa-St. Petersburg-Clearwater","Pinellas County",469194,"q4",NA,"624 1st ave s, st. petersburg, fl 33701, usa","South"
"451",466,-77.0986239,38.7352841,NA,"95076","Watsonville","CA","Santa Cruz-Watsonville","Santa Cruz County",609584,"q4",NA,"1986 main st, watsonville, ca 95076, usa","West"
"452",467,-115.2053992,35.9970104,NA,"44883","Tiffin","OH","Tiffin","Seneca County",122274,"q2",NA,"2437 w market st, tiffin, oh 44883, usa","Midwest"
"453",468,-84.1669872,33.4553112,NA,"53581","Richland Center","WI","","Richland County",137945,"q2",NA,"2496 us-14, richland center, wi 53581, usa","Midwest"
"454",469,-81.9842733,34.9129585,NA,"93103","Santa Barbara","CA","Santa Maria-Santa Barbara","Santa Barbara County",1068357,"q4",NA,"335 s milpas st, santa barbara, ca 93103, usa","West"
"455",470,-77.0544226,35.5596214,NA,"24486","Weyers Cave","VA","Staunton-Waynesboro","Augusta County",223237,"q3",NA,"51 franklin st, weyers cave, va 24486, usa","South"
"456",471,-81.8762751,34.9756201,NA,"45805","Lima","OH","Lima","Allen County",111549,"q2",NA,"2350 allentown rd, lima, oh 45805, usa","Midwest"
"457",472,-79.1563283,41.8677783,NA,"canada",NA,NA,NA,NA,NA,"q4",NA,"707 chemin bord-du-lac, dorval, qc h9s 2b9, canada",NA
"458",473,-84.0397627,34.3649666,NA,"85713","Tucson","AZ","Tucson","Pima County",148894,"q2",NA,"s cherrybell stra, tucson, az 85713, usa","West"
"459",474,-95.1800515,30.0114844,NA,"85338","Goodyear","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",277961,"q4",NA,"16480 w yuma rd, goodyear, az 85338, usa","West"
"460",475,-86.6022113,36.3198676,NA,"65559","Saint James","MO","Rolla","Phelps County",142147,"q2",NA,"319 n jefferson st, st james, mo 65559, usa","Midwest"
"461",476,-121.3458311,38.5959791,NA,"72209","Little Rock","AR","Little Rock-North Little Rock-Conway","Pulaski County",72405,"q1",NA,"scott hamilton dr, little rock, ar 72209, usa","South"
