"","zip","state","state_name","city","x2020_01","region","division"
"3818","32505","FL","Florida","Pensacola",71173,"South","South Atlantic"
"3819","73533","OK","Oklahoma","Duncan",83292,"South","West South Central"
"3820","72211","AR","Arkansas","Little Rock",191893,"South","West South Central"
"3821","34202","FL","Florida","Bradenton",415107,"South","South Atlantic"
"3822","49525","MI","Michigan","Northview",250673,"Midwest","East North Central"
"3823","81212","CO","Colorado","Canon City",237375,"West","Mountain"
"3824","97220","OR","Oregon","Portland",346066,"West","Pacific"
"3825","77049","TX","Texas","Houston",177174,"South","West South Central"
"3826","49015","MI","Michigan","Battle Creek",142857,"Midwest","East North Central"
"3827","39452","MS","Mississippi","Lucedale",126515,"South","East South Central"
"3828","10562","NY","New York","Town Of Ossining",449648,"Northeast","Middle Atlantic"
"3829","60139","IL","Illinois","Glendale Heights",200471,"Midwest","East North Central"
"3830","95816","CA","California","Sacramento",571919,"West","Pacific"
"3831","29649","SC","South Carolina","Greenwood",156446,"South","South Atlantic"
"3832","73069","OK","Oklahoma","Norman",149968,"South","West South Central"
"3833","95677","CA","California","Rocklin",487691,"West","Pacific"
"3834","30013","GA","Georgia","Conyers",197790,"South","South Atlantic"
"3835","95348","CA","California","Merced",278503,"West","Pacific"
"3836","2906","RI","Rhode Island","Providence",495859,"Northeast","New England"
"3837","29673","SC","South Carolina","Piedmont",183557,"South","South Atlantic"
"3838","8075","NJ","New Jersey","Delran Township",208643,"Northeast","Middle Atlantic"
"3839","13045","NY","New York","Cortland",134429,"Northeast","Middle Atlantic"
"3840","65101","MO","Missouri","Jefferson City",154473,"Midwest","West North Central"
"3841","97225","OR","Oregon","West Haven-Sylvan",585823,"West","Pacific"
"3842","72903","AR","Arkansas","Fort Smith",157214,"South","West South Central"
"3843","28086","NC","North Carolina","Kings Mountain",124165,"South","South Atlantic"
"3844","62221","IL","Illinois","Belleville",160206,"Midwest","East North Central"
"3845","21030","MD","Maryland","Cockeysville",372332,"South","South Atlantic"
"3846","77705","TX","Texas","Beaumont",74389,"South","West South Central"
"3847","80919","CO","Colorado","Colorado Springs",425646,"West","Mountain"
"3848","28602","NC","North Carolina","Hickory",140568,"South","South Atlantic"
"3849","77021","TX","Texas","Houston",149025,"South","West South Central"
"3850","99216","WA","Washington","Spokane Valley",268573,"West","Pacific"
"3851","55021","MN","Minnesota","Faribault",204710,"Midwest","West North Central"
"3852","55403","MN","Minnesota","Minneapolis",294384,"Midwest","West North Central"
"3853","97086","OR","Oregon","Happy Valley",531124,"West","Pacific"
"3854","85017","AZ","Arizona","Phoenix",182466,"West","Mountain"
"3855","98802","WA","Washington","East Wenatchee Bench",361135,"West","Pacific"
"3856","95660","CA","California","Sacramento",278357,"West","Pacific"
"3857","33781","FL","Florida","Pinellas Park",190878,"South","South Atlantic"
"3858","80234","CO","Colorado","Westminster",402684,"West","Mountain"
"3859","80303","CO","Colorado","Boulder",720640,"West","Mountain"
"3860","20770","MD","Maryland","Greenbelt",210841,"South","South Atlantic"
"3861","7103","NJ","New Jersey","Newark",220504,"Northeast","Middle Atlantic"
"3862","82601","WY","Wyoming","Casper",195350,"West","Mountain"
"3863","22101","VA","Virginia","McLean",1133234,"South","South Atlantic"
"3864","8046","NJ","New Jersey","Willingboro Township",174436,"Northeast","Middle Atlantic"
"3865","86326","AZ","Arizona","Cottonwood",244855,"West","Mountain"
"3866","44685","OH","Ohio","Uniontown",205503,"Midwest","East North Central"
"3867","62901","IL","Illinois","Carbondale",121589,"Midwest","East North Central"
"3868","18201","PA","Pennsylvania","Hazleton",93397,"Northeast","Middle Atlantic"
"3869","46530","IN","Indiana","Granger",260923,"Midwest","East North Central"
"3870","48042","MI","Michigan","Macomb",312045,"Midwest","East North Central"
"3871","32819","FL","Florida","Doctor Phillips",336465,"South","South Atlantic"
"3872","84070","UT","Utah","Sandy",350653,"West","Mountain"
"3873","94555","CA","California","Fremont",1079393,"West","Pacific"
"3874","28217","NC","North Carolina","Charlotte",161451,"South","South Atlantic"
"3875","10017","NY","New York","New York",617897,"Northeast","Middle Atlantic"
"3876","64093","MO","Missouri","Warrensburg",170545,"Midwest","West North Central"
"3877","83702","ID","Idaho","Boise",502087,"West","Mountain"
"3878","31322","GA","Georgia","Pooler",202619,"South","South Atlantic"
"3879","70791","LA","Louisiana","Zachary",205105,"South","West South Central"
"3880","2072","MA","Massachusetts","Stoughton",405881,"Northeast","New England"
"3881","46947","IN","Indiana","Logansport",79773,"Midwest","East North Central"
"3882","35205","AL","Alabama","Birmingham",168054,"South","East South Central"
"3883","74137","OK","Oklahoma","Tulsa",301854,"South","West South Central"
"3884","35611","AL","Alabama","Athens",125758,"South","East South Central"
"3885","95148","CA","California","San Jose",999646,"West","Pacific"
"3886","32118","FL","Florida","Daytona Beach",231776,"South","South Atlantic"
"3887","77515","TX","Texas","Angleton",175315,"South","West South Central"
"3888","48708","MI","Michigan","Bay City",82201,"Midwest","East North Central"
"3889","76014","TX","Texas","Arlington",183056,"South","West South Central"
"3890","46239","IN","Indiana","Indianapolis",181193,"Midwest","East North Central"
"3891","84103","UT","Utah","Salt Lake City",540201,"West","Mountain"
"3892","2536","MA","Massachusetts","East Falmouth",397789,"Northeast","New England"
"3893","77301","TX","Texas","Conroe",162207,"South","West South Central"
"3894","76109","TX","Texas","Fort Worth",448098,"South","West South Central"
"3895","94134","CA","California","San Francisco",1034111,"West","Pacific"
"3896","92694","CA","California","Ladera Ranch",801848,"West","Pacific"
"3897","80923","CO","Colorado","Colorado Springs",336984,"West","Mountain"
"3898","22315","VA","Virginia","Alexandria",516724,"South","South Atlantic"
"3899","8003","NJ","New Jersey","Cherry Hill Township",316905,"Northeast","Middle Atlantic"
"3900","60516","IL","Illinois","Downers Grove",338145,"Midwest","East North Central"
"3901","85053","AZ","Arizona","Phoenix",238516,"West","Mountain"
"3902","85340","AZ","Arizona","Litchfield Park",346977,"West","Mountain"
"3903","44708","OH","Ohio","Canton",126477,"Midwest","East North Central"
"3904","60181","IL","Illinois","Villa Park",244635,"Midwest","East North Central"
"3905","48336","MI","Michigan","Farmington Hills",211793,"Midwest","East North Central"
"3906","19454","PA","Pennsylvania","North Wales",350870,"Northeast","Middle Atlantic"
"3907","6811","CT","Connecticut","Danbury",312258,"Northeast","New England"
"3908","11710","NY","New York","Bellmore",525950,"Northeast","Middle Atlantic"
"3909","32405","FL","Florida","Panama City",183835,"South","South Atlantic"
"3910","76226","TX","Texas","Lantana",397188,"South","West South Central"
"3911","80129","CO","Colorado","Highlands Ranch",491981,"West","Mountain"
"3912","37055","TN","Tennessee","Dickson",189539,"South","East South Central"
"3913","64012","MO","Missouri","Belton",173020,"Midwest","West North Central"
"3914","98001","WA","Washington","Auburn",416994,"West","Pacific"
"3915","2119","MA","Massachusetts","Boston",482418,"Northeast","New England"
"3916","92586","CA","California","Menifee",273407,"West","Pacific"
"3917","51106","IA","Iowa","Sioux City",137769,"Midwest","West North Central"
"3918","48108","MI","Michigan","Ann Arbor",326825,"Midwest","East North Central"
"3919","6109","CT","Connecticut","Wethersfield",250052,"Northeast","New England"
"3920","94530","CA","California","El Cerrito",858431,"West","Pacific"
"3921","22405","VA","Virginia","Fredericksburg",310222,"South","South Atlantic"
"3922","67037","KS","Kansas","Derby",190640,"Midwest","West North Central"
"3923","77506","TX","Texas","Pasadena",129755,"South","West South Central"
"3924","94549","CA","California","Lafayette",1300131,"West","Pacific"
"3925","30904","GA","Georgia","Augusta",92622,"South","South Atlantic"
"3926","66441","KS","Kansas","Junction City",141059,"Midwest","West North Central"
"3927","84088","UT","Utah","West Jordan",374541,"West","Mountain"
"3928","90023","CA","California","Los Angeles",456455,"West","Pacific"
"3929","37215","TN","Tennessee","Nashville",724448,"South","East South Central"
"3930","95603","CA","California","Auburn",476875,"West","Pacific"
"3931","74008","OK","Oklahoma","Bixby",221420,"South","West South Central"
"3932","2132","MA","Massachusetts","Boston",613828,"Northeast","New England"
"3933","55105","MN","Minnesota","Saint Paul",381583,"Midwest","West North Central"
"3934","8050","NJ","New Jersey","Ocean Acres",297970,"Northeast","Middle Atlantic"
"3935","34476","FL","Florida","Ocala",192595,"South","South Atlantic"
"3936","31021","GA","Georgia","Dublin",118501,"South","South Atlantic"
"3937","84405","UT","Utah","Washington Terrace",285805,"West","Mountain"
"3938","97068","OR","Oregon","West Linn",557021,"West","Pacific"
"3939","49418","MI","Michigan","Grandville",237288,"Midwest","East North Central"
"3940","44663","OH","Ohio","New Philadelphia",125808,"Midwest","East North Central"
"3941","32789","FL","Florida","Winter Park",487792,"South","South Atlantic"
"3942","94002","CA","California","Belmont",1745529,"West","Pacific"
"3943","40505","KY","Kentucky","Lexington",129651,"South","East South Central"
"3944","7042","NJ","New Jersey","Montclair",588480,"Northeast","Middle Atlantic"
"3945","92595","CA","California","Wildomar",424052,"West","Pacific"
"3946","46202","IN","Indiana","Indianapolis",259275,"Midwest","East North Central"
"3947","12306","NY","New York","Town of Rotterdam",175644,"Northeast","Middle Atlantic"
"3948","2721","MA","Massachusetts","Fall River",259063,"Northeast","New England"
"3949","33304","FL","Florida","Fort Lauderdale",392660,"South","South Atlantic"
"3950","34471","FL","Florida","Ocala",199258,"South","South Atlantic"
"3951","90621","CA","California","Buena Park",593245,"West","Pacific"
"3952","29801","SC","South Carolina","Aiken",123701,"South","South Atlantic"
"3953","33541","FL","Florida","Zephyrhills",189514,"South","South Atlantic"
"3954","78750","TX","Texas","Austin",455729,"South","West South Central"
"3955","28590","NC","North Carolina","Winterville",174176,"South","South Atlantic"
"3956","91106","CA","California","Pasadena",716842,"West","Pacific"
"3957","1757","MA","Massachusetts","Milford",360109,"Northeast","New England"
"3958","73107","OK","Oklahoma","Oklahoma City",113959,"South","West South Central"
"3959","32778","FL","Florida","Tavares",208645,"South","South Atlantic"
"3960","55811","MN","Minnesota","Duluth",244856,"Midwest","West North Central"
"3961","21801","MD","Maryland","Salisbury",177732,"South","South Atlantic"
"3962","85353","AZ","Arizona","Phoenix",240422,"West","Mountain"
"3963","2861","RI","Rhode Island","Pawtucket",240125,"Northeast","New England"
"3964","1923","MA","Massachusetts","Danvers",492404,"Northeast","New England"
"3965","32821","FL","Florida","Williamsburg",237869,"South","South Atlantic"
"3966","84118","UT","Utah","Kearns",287267,"West","Mountain"
"3967","95118","CA","California","San Jose",1127476,"West","Pacific"
"3968","35173","AL","Alabama","Trussville",256942,"South","East South Central"
"3969","33701","FL","Florida","Saint Petersburg",469194,"South","South Atlantic"
"3970","70815","LA","Louisiana","Baton Rouge",161158,"South","West South Central"
"3971","98445","WA","Washington","Parkland",330460,"West","Pacific"
"3972","11727","NY","New York","Coram",344757,"Northeast","Middle Atlantic"
"3973","17325","PA","Pennsylvania","Cumberland Township",231007,"Northeast","Middle Atlantic"
"3974","32119","FL","Florida","South Daytona",180796,"South","South Atlantic"
"3975","8226","NJ","New Jersey","Ocean City",605938,"Northeast","Middle Atlantic"
"3976","29316","SC","South Carolina","Boiling Springs",171406,"South","South Atlantic"
"3977","48080","MI","Michigan","Saint Clair Shores",146403,"Midwest","East North Central"
"3978","7018","NJ","New Jersey","East Orange",254644,"Northeast","Middle Atlantic"
"3979","99337","WA","Washington","Kennewick",317599,"West","Pacific"
"3980","72223","AR","Arkansas","Little Rock",336963,"South","West South Central"
"3981","49519","MI","Michigan","Wyoming",177367,"Midwest","East North Central"
"3982","74501","OK","Oklahoma","McAlester",90119,"South","West South Central"
"3983","92124","CA","California","San Diego",693218,"West","Pacific"
"3984","60621","IL","Illinois","Chicago",59309,"Midwest","East North Central"
"3985","31093","GA","Georgia","Warner Robins",82009,"South","South Atlantic"
"3986","23238","VA","Virginia","Henrico",322768,"South","South Atlantic"
"3987","46229","IN","Indiana","Indianapolis",135150,"Midwest","East North Central"
"3988","55126","MN","Minnesota","Shoreview",315589,"Midwest","West North Central"
"3989","55347","MN","Minnesota","Eden Prairie",401705,"Midwest","West North Central"
"3990","6320","CT","Connecticut","New London",167349,"Northeast","New England"
"3991","76240","TX","Texas","Gainesville",153422,"South","West South Central"
"3992","94596","CA","California","Walnut Creek",879341,"West","Pacific"
"3993","60423","IL","Illinois","Frankfort",318797,"Midwest","East North Central"
"3994","27514","NC","North Carolina","Chapel Hill",431632,"South","South Atlantic"
"3995","37849","TN","Tennessee","Powell",195552,"South","East South Central"
"3996","81004","CO","Colorado","Pueblo",129495,"West","Mountain"
"3997","95205","CA","California","Stockton",230759,"West","Pacific"
"3998","76123","TX","Texas","Fort Worth",211950,"South","West South Central"
"3999","21601","MD","Maryland","Easton",290500,"South","South Atlantic"
"4000","21213","MD","Maryland","Baltimore",79405,"South","South Atlantic"
"4001","98404","WA","Washington","Tacoma",301324,"West","Pacific"
"4002","44143","OH","Ohio","Richmond Heights",196962,"Midwest","East North Central"
"4003","22602","VA","Virginia","Winchester",265840,"South","South Atlantic"
"4004","75110","TX","Texas","Corsicana",100062,"South","West South Central"
"4005","93215","CA","California","Delano",220615,"West","Pacific"
"4006","97035","OR","Oregon","Lake Oswego",569082,"West","Pacific"
"4007","32779","FL","Florida","Longwood",352254,"South","South Atlantic"
"4008","20175","VA","Virginia","Leesburg",548699,"South","South Atlantic"
"4009","33912","FL","Florida","Fort Myers",273515,"South","South Atlantic"
"4010","75901","TX","Texas","Lufkin",124784,"South","West South Central"
"4011","29617","SC","South Carolina","Greenville",159017,"South","South Atlantic"
"4012","38024","TN","Tennessee","Dyersburg",98282,"South","East South Central"
"4013","32832","FL","Florida","Orlando",337309,"South","South Atlantic"
"4014","47302","IN","Indiana","Muncie",44670,"Midwest","East North Central"
"4015","92843","CA","California","Garden Grove",617227,"West","Pacific"
"4016","78259","TX","Texas","San Antonio",286918,"South","West South Central"
"4017","46214","IN","Indiana","Indianapolis",153113,"Midwest","East North Central"
"4018","77087","TX","Texas","Houston",143366,"South","West South Central"
"4019","78239","TX","Texas","Windcrest",172798,"South","West South Central"
"4020","66215","KS","Kansas","Lenexa",256050,"Midwest","West North Central"
"4021","78624","TX","Texas","Fredericksburg",339334,"South","West South Central"
"4022","59602","MT","Montana","Helena",309760,"West","Mountain"
"4023","21216","MD","Maryland","Baltimore",68252,"South","South Atlantic"
"4024","28461","NC","North Carolina","Boiling Spring Lakes",306417,"South","South Atlantic"
"4025","39046","MS","Mississippi","Canton",139199,"South","East South Central"
"4026","30008","GA","Georgia","Marietta",193731,"South","South Atlantic"
"4027","95472","CA","California","Sebastopol",827641,"West","Pacific"
"4028","37388","TN","Tennessee","Tullahoma",143326,"South","East South Central"
"4029","48192","MI","Michigan","Wyandotte",128003,"Midwest","East North Central"
"4030","28401","NC","North Carolina","Wilmington",167387,"South","South Atlantic"
"4031","60099","IL","Illinois","Zion",140513,"Midwest","East North Central"
"4032","32129","FL","Florida","Port Orange",202776,"South","South Atlantic"
"4033","98011","WA","Washington","Bothell",682128,"West","Pacific"
"4034","75092","TX","Texas","Sherman",196434,"South","West South Central"
"4035","33703","FL","Florida","Saint Petersburg",268074,"South","South Atlantic"
"4036","60133","IL","Illinois","Hanover Park",212327,"Midwest","East North Central"
"4037","91722","CA","California","Covina",514047,"West","Pacific"
"4038","99654","AK","Alaska","Wasilla",300119,"West","Pacific"
"4039","52732","IA","Iowa","Clinton",99194,"Midwest","West North Central"
"4040","30340","GA","Georgia","Doraville",267450,"South","South Atlantic"
"4041","59404","MT","Montana","Great Falls",231226,"West","Mountain"
"4042","70461","LA","Louisiana","Slidell",205175,"South","West South Central"
"4043","36605","AL","Alabama","Mobile",48066,"South","East South Central"
"4044","6705","CT","Connecticut","Waterbury",120607,"Northeast","New England"
"4045","76710","TX","Texas","Waco",173756,"South","West South Central"
"4046","36609","AL","Alabama","Mobile",136694,"South","East South Central"
"4047","48328","MI","Michigan","Waterford",171192,"Midwest","East North Central"
"4048","94559","CA","California","Napa",617488,"West","Pacific"
"4049","77802","TX","Texas","Bryan",198227,"South","West South Central"
"4050","68046","NE","Nebraska","Papillion",263041,"Midwest","West North Central"
"4051","33607","FL","Florida","Tampa",211425,"South","South Atlantic"
"4052","48150","MI","Michigan","Livonia",188720,"Midwest","East North Central"
"4053","37379","TN","Tennessee","Soddy-Daisy",196863,"South","East South Central"
"4054","27527","NC","North Carolina","Clayton",268429,"South","South Atlantic"
"4055","68801","NE","Nebraska","Grand Island",134885,"Midwest","West North Central"
"4056","33712","FL","Florida","Saint Petersburg",187728,"South","South Atlantic"
"4057","39211","MS","Mississippi","Jackson",158853,"South","East South Central"
"4058","97212","OR","Oregon","Portland",661794,"West","Pacific"
"4059","48220","MI","Michigan","Ferndale",187093,"Midwest","East North Central"
"4060","2143","MA","Massachusetts","Somerville",758860,"Northeast","New England"
"4061","82901","WY","Wyoming","Rock Springs",237877,"West","Mountain"
"4062","43035","OH","Ohio","Columbus",345458,"Midwest","East North Central"
"4063","74017","OK","Oklahoma","Claremore",140534,"South","West South Central"
"4064","98665","WA","Washington","Vancouver",354607,"West","Pacific"
"4065","19468","PA","Pennsylvania","Limerick Township",287930,"Northeast","Middle Atlantic"
"4066","60048","IL","Illinois","Libertyville",412169,"Midwest","East North Central"
"4067","34275","FL","Florida","Nokomis",337350,"South","South Atlantic"
"4068","34747","FL","Florida","Citrus Ridge",273603,"South","South Atlantic"
"4069","35802","AL","Alabama","Huntsville",231815,"South","East South Central"
"4070","53227","WI","Wisconsin","West Allis",173158,"Midwest","East North Central"
"4071","93704","CA","California","Fresno",252378,"West","Pacific"
"4072","44136","OH","Ohio","Strongsville",233878,"Midwest","East North Central"
"4073","91321","CA","California","Santa Clarita",513902,"West","Pacific"
"4074","92602","CA","California","Irvine",1016590,"West","Pacific"
"4075","2145","MA","Massachusetts","Somerville",657224,"Northeast","New England"
"4076","11510","NY","New York","Baldwin",468433,"Northeast","Middle Atlantic"
"4077","90274","CA","California","Palos Verdes Estates",1681463,"West","Pacific"
"4078","93305","CA","California","Bakersfield",164352,"West","Pacific"
"4079","54911","WI","Wisconsin","Appleton",159989,"Midwest","East North Central"
"4080","61109","IL","Illinois","Rockford",106529,"Midwest","East North Central"
"4081","55417","MN","Minnesota","Minneapolis",305310,"Midwest","West North Central"
"4082","11735","NY","New York","Farmingdale",467294,"Northeast","Middle Atlantic"
"4083","31707","GA","Georgia","Albany",97897,"South","South Atlantic"
"4084","48135","MI","Michigan","Garden City",133705,"Midwest","East North Central"
"4085","90302","CA","California","Inglewood",572429,"West","Pacific"
"4086","33019","FL","Florida","Hollywood",392046,"South","South Atlantic"
"4087","63121","MO","Missouri","Northwoods",39465,"Midwest","West North Central"
"4088","80222","CO","Colorado","Denver",475679,"West","Mountain"
"4089","33487","FL","Florida","Boca Raton",437034,"South","South Atlantic"
"4090","93035","CA","California","Oxnard",620519,"West","Pacific"
"4091","3431","NH","New Hampshire","Keene",185007,"Northeast","New England"
"4092","43119","OH","Ohio","Columbus",194031,"Midwest","East North Central"
"4093","92555","CA","California","Moreno Valley",400416,"West","Pacific"
"4094","11228","NY","New York","New York",949916,"Northeast","Middle Atlantic"
"4095","63118","MO","Missouri","Saint Louis",117495,"Midwest","West North Central"
"4096","55419","MN","Minnesota","Minneapolis",405505,"Midwest","West North Central"
"4097","40403","KY","Kentucky","Berea",157353,"South","East South Central"
"4098","98271","WA","Washington","Marysville",389659,"West","Pacific"
"4099","8205","NJ","New Jersey","Galloway Township",183344,"Northeast","Middle Atlantic"
"4100","68502","NE","Nebraska","Lincoln",163183,"Midwest","West North Central"
"4101","83714","ID","Idaho","Boise",347918,"West","Mountain"
"4102","4901","ME","Maine","Waterville",140532,"Northeast","New England"
"4103","70517","LA","Louisiana","Breaux Bridge",122956,"South","West South Central"
"4104","76012","TX","Texas","Arlington",242507,"South","West South Central"
"4105","67801","KS","Kansas","Dodge City",113275,"Midwest","West North Central"
"4106","68137","NE","Nebraska","Omaha",188262,"Midwest","West North Central"
"4107","17257","PA","Pennsylvania","Southampton Township",182544,"Northeast","Middle Atlantic"
"4108","94124","CA","California","San Francisco",975548,"West","Pacific"
"4109","83713","ID","Idaho","Boise",318241,"West","Mountain"
"4110","33510","FL","Florida","Brandon",215199,"South","South Atlantic"
"4111","46750","IN","Indiana","Huntington",111071,"Midwest","East North Central"
"4112","79107","TX","Texas","Amarillo",70590,"South","West South Central"
"4113","15216","PA","Pennsylvania","Pittsburgh",157248,"Northeast","Middle Atlantic"
"4114","28081","NC","North Carolina","Kannapolis",159990,"South","South Atlantic"
"4115","61615","IL","Illinois","Peoria",157036,"Midwest","East North Central"
"4116","98373","WA","Washington","Puyallup",386028,"West","Pacific"
"4117","22401","VA","Virginia","Fredericksburg",331623,"South","South Atlantic"
"4118","6118","CT","Connecticut","East Hartford",175542,"Northeast","New England"
"4119","32233","FL","Florida","Atlantic Beach",306819,"South","South Atlantic"
"4120","40206","KY","Kentucky","Louisville",220781,"South","East South Central"
"4121","98146","WA","Washington","Burien",511905,"West","Pacific"
"4122","22310","VA","Virginia","Rose Hill",505460,"South","South Atlantic"
"4123","94597","CA","California","Walnut Creek",798557,"West","Pacific"
"4124","43054","OH","Ohio","New Albany",384719,"Midwest","East North Central"
"4125","48316","MI","Michigan","Shelby",285825,"Midwest","East North Central"
"4126","49085","MI","Michigan","Saint Joseph",218833,"Midwest","East North Central"
"4127","92663","CA","California","Newport Beach",1635502,"West","Pacific"
"4128","1821","MA","Massachusetts","Billerica",456499,"Northeast","New England"
"4129","94132","CA","California","San Francisco",1304752,"West","Pacific"
"4130","78702","TX","Texas","Austin",462338,"South","West South Central"
"4131","84115","UT","Utah","South Salt Lake",317688,"West","Mountain"
"4132","33570","FL","Florida","Ruskin",212809,"South","South Atlantic"
"4133","97005","OR","Oregon","Beaverton",381639,"West","Pacific"
"4134","55449","MN","Minnesota","Blaine",344541,"Midwest","West North Central"
"4135","91791","CA","California","West Covina",637867,"West","Pacific"
"4136","33852","FL","Florida","Lake Placid",156373,"South","South Atlantic"
"4137","20603","MD","Maryland","Waldorf",339160,"South","South Atlantic"
"4138","28203","NC","North Carolina","Charlotte",480294,"South","South Atlantic"
"4139","22206","VA","Virginia","Arlington",488940,"South","South Atlantic"
"4140","6604","CT","Connecticut","Bridgeport",175338,"Northeast","New England"
"4141","15044","PA","Pennsylvania","Richland Township",294111,"Northeast","Middle Atlantic"
"4142","2891","RI","Rhode Island","Westerly",364813,"Northeast","New England"
"4143","60061","IL","Illinois","Vernon Hills",303539,"Midwest","East North Central"
"4144","95032","CA","California","Los Gatos",1738599,"West","Pacific"
"4145","75503","TX","Texas","Texarkana",188703,"South","West South Central"
"4146","75201","TX","Texas","Dallas",778723,"South","West South Central"
"4147","25701","WV","West Virginia","Huntington",96079,"South","South Atlantic"
"4148","90601","CA","California","Whittier",590001,"West","Pacific"
"4149","23703","VA","Virginia","Portsmouth",214040,"South","South Atlantic"
"4150","80005","CO","Colorado","Arvada",472230,"West","Mountain"
"4151","94598","CA","California","Walnut Creek",498802,"West","Pacific"
"4152","23834","VA","Virginia","Colonial Heights",177730,"South","South Atlantic"
"4153","60134","IL","Illinois","Geneva",342736,"Midwest","East North Central"
"4154","72015","AR","Arkansas","Benton",131283,"South","West South Central"
"4155","32221","FL","Florida","Jacksonville",196744,"South","South Atlantic"
"4156","64111","MO","Missouri","Kansas City",228144,"Midwest","West North Central"
"4157","3801","NH","New Hampshire","Portsmouth",472713,"Northeast","New England"
"4158","11379","NY","New York","New York",758680,"Northeast","Middle Atlantic"
"4159","6776","CT","Connecticut","New Milford",285534,"Northeast","New England"
"4160","15210","PA","Pennsylvania","Pittsburgh",62788,"Northeast","Middle Atlantic"
"4161","31522","GA","Georgia","Saint Simons Island",418761,"South","South Atlantic"
"4162","78244","TX","Texas","San Antonio",164849,"South","West South Central"
"4163","6851","CT","Connecticut","Norwalk",319184,"Northeast","New England"
"4164","38114","TN","Tennessee","Memphis",41430,"South","East South Central"
"4165","28001","NC","North Carolina","Albemarle",127667,"South","South Atlantic"
"4166","92614","CA","California","Irvine",739756,"West","Pacific"
"4167","91763","CA","California","Montclair",451431,"West","Pacific"
"4168","11901","NY","New York","Riverhead",391730,"Northeast","Middle Atlantic"
"4169","60601","IL","Illinois","Chicago",444636,"Midwest","East North Central"
"4170","72019","AR","Arkansas","Benton",192934,"South","West South Central"
"4171","76712","TX","Texas","Woodway",240740,"South","West South Central"
"4172","33056","FL","Florida","Miami Gardens",272121,"South","South Atlantic"
"4173","19355","PA","Pennsylvania","Malvern",504609,"Northeast","Middle Atlantic"
"4174","33755","FL","Florida","Clearwater",215421,"South","South Atlantic"
"4175","52405","IA","Iowa","Cedar Rapids",145605,"Midwest","West North Central"
"4176","53593","WI","Wisconsin","Verona",390071,"Midwest","East North Central"
"4177","68901","NE","Nebraska","Hastings",128546,"Midwest","West North Central"
"4178","29928","SC","South Carolina","Hilton Head Island",427362,"South","South Atlantic"
"4179","29201","SC","South Carolina","Columbia",158231,"South","South Atlantic"
"4180","52804","IA","Iowa","Davenport",125957,"Midwest","West North Central"
"4181","33145","FL","Florida","Miami",429614,"South","South Atlantic"
"4182","48076","MI","Michigan","Southfield",214871,"Midwest","East North Central"
"4183","37716","TN","Tennessee","Clinton",172038,"South","East South Central"
"4184","86401","AZ","Arizona","Kingman",179249,"West","Mountain"
"4185","53222","WI","Wisconsin","Milwaukee",156082,"Midwest","East North Central"
"4186","84037","UT","Utah","Kaysville",440045,"West","Mountain"
"4187","77583","TX","Texas","Arcola",245960,"South","West South Central"
"4188","14043","NY","New York","Depew",157810,"Northeast","Middle Atlantic"
"4189","39209","MS","Mississippi","Jackson",32742,"South","East South Central"
"4190","63028","MO","Missouri","Festus",176617,"Midwest","West North Central"
"4191","71105","LA","Louisiana","Shreveport",162048,"South","West South Central"
"4192","33455","FL","Florida","Hobe Sound",324686,"South","South Atlantic"
"4193","75218","TX","Texas","Dallas",376194,"South","West South Central"
"4194","90015","CA","California","Los Angeles",699514,"West","Pacific"
"4195","30012","GA","Georgia","Conyers",153108,"South","South Atlantic"
"4196","29646","SC","South Carolina","Greenwood",85168,"South","South Atlantic"
"4197","21015","MD","Maryland","Bel Air",346017,"South","South Atlantic"
"4198","83607","ID","Idaho","Caldwell",274398,"West","Mountain"
"4199","44460","OH","Ohio","Salem",117435,"Midwest","East North Central"
"4200","63755","MO","Missouri","Jackson",183022,"Midwest","West North Central"
"4201","64152","MO","Missouri","Parkville",266309,"Midwest","West North Central"
"4202","80108","CO","Colorado","Castle Rock",628600,"West","Mountain"
"4203","1880","MA","Massachusetts","Wakefield",554230,"Northeast","New England"
"4204","43004","OH","Ohio","Blacklick",230872,"Midwest","East North Central"
"4205","93004","CA","California","Ventura",605614,"West","Pacific"
"4206","46240","IN","Indiana","Indianapolis",258062,"Midwest","East North Central"
"4207","48335","MI","Michigan","Farmington Hills",299484,"Midwest","East North Central"
"4208","48161","MI","Michigan","La Salle",130269,"Midwest","East North Central"
"4209","55448","MN","Minnesota","Coon Rapids",255810,"Midwest","West North Central"
"4210","45240","OH","Ohio","Forest Park",149427,"Midwest","East North Central"
"4211","79701","TX","Texas","Midland",183297,"South","West South Central"
"4212","30224","GA","Georgia","Griffin",152973,"South","South Atlantic"
"4213","75078","TX","Texas","Prosper",464528,"South","West South Central"
"4214","7631","NJ","New Jersey","Englewood",398978,"Northeast","Middle Atlantic"
"4215","84601","UT","Utah","Provo",291883,"West","Mountain"
"4216","95219","CA","California","Stockton",404506,"West","Pacific"
"4217","78757","TX","Texas","Austin",477693,"South","West South Central"
"4218","93105","CA","California","Santa Barbara",1151481,"West","Pacific"
"4219","75089","TX","Texas","Rowlett",265270,"South","West South Central"
"4220","22041","VA","Virginia","Falls Church",384787,"South","South Atlantic"
"4221","63640","MO","Missouri","Farmington",157289,"Midwest","West North Central"
"4222","90260","CA","California","Lawndale",640680,"West","Pacific"
